ITEM_20150317_000001	Empty_helmet
ITEM_20151001_006975	Shaman Doll Cotton
ITEM_20151001_006976	A cotton good for heat insulation. {nl}Obtained from Shaman Dolls.
ITEM_20151001_006977	Comprehensive Research Data
ITEM_20151001_006978	A lot of work was put into all of this research data.
ITEM_20151001_006979	Lv3 Gem Abrasive
ITEM_20151001_006980	Lv4 Gem Abrasive
ITEM_20151001_006981	Lv5 Gem Abrasive
ITEM_20151001_006982	Guerra Civil de Roxona, Capítulo 1
ITEM_20151001_006983	O primeiro livro escrito sobre a Guerra Civil de Roxona.
ITEM_20151001_006984	Guerra Civil de Roxona, Capítulo 2
ITEM_20151001_006985	O segundo livro escrito sobre a Guerra Civil de Roxona.
ITEM_20151001_006986	A record of the Ruklys Era. It's hardly readable.
ITEM_20151001_006987	Scroll of Silence
ITEM_20151001_006988	Food Pouch
ITEM_20151001_006989	A food pouch given by the Falconer Master.
ITEM_20151001_006990	Monk Master's Support Supplies
ITEM_20151001_006991	Supplies that were secretly delivered by the Monk Master.
ITEM_20151001_006992	Pardoner Master's Books
ITEM_20151001_006993	A book with some of the Pardoner Master's transactions recorded in it.
ITEM_20151001_006994	Plant Monster Sample
ITEM_20151001_006995	A plant monster sample for a study requested by the Druid Master.
ITEM_20151001_006996	Romuva Purification
ITEM_20151001_006997	It purifies evil energy with the power of the Romuva.
ITEM_20151001_006998	Flare
ITEM_20151001_006999	Locked Box
ITEM_20151001_007000	A locked box, found while exiting Astral Tower, that has several things inside of it.
ITEM_20151001_007001	Dark Blue Herb
ITEM_20151001_007002	A dark blue herb capable of neutralizing a paralysis-inducing poison.
ITEM_20151001_007003	Shadow Essence
ITEM_20151001_007004	Obtained from the demons of Demon Lord Hauberk around the Sutatis Trade Route.
ITEM_20151001_007005	Fragmented Soul Piece
ITEM_20151001_007006	The soul of Demon Lord Hauberk dwells within this fragment. It can be used to neutralize demons.
ITEM_20151001_007007	Soul Separation Potion
ITEM_20151001_007008	A potion made by Agailla Flurry to fulfill a promise to Demon Lord Hauberk. It's impossible to determine its function through name alone.
ITEM_20151001_007009	Blue Paint
ITEM_20151001_007010	Paint requested by Pardoner Erikas for the Scroll of the Dead.
ITEM_20151001_007011	Corrupt Fangs
ITEM_20151001_007012	An item containing magic that can weaken the power of blessed items.
ITEM_20151001_007013	Scroll of the Dead
ITEM_20151001_007014	According to Pardoner Erikas, this scroll can be used to communicate with the souls of the dead. Use it nearby the tomb of Galius Legwyn.
ITEM_20151001_007015	Spirit Incense
ITEM_20151001_007016	An incense that can lead one to the memories of the spirits. Used for the Scroll of the Dead.
ITEM_20151001_007017	Gum Plant Stems
ITEM_20151001_007018	A pile of gum plant stems. They can be used to recall a spirits from beyond the grave.
ITEM_20151001_007019	Blessing Crystal
ITEM_20151001_007020	A blessed crystal which will allow you to return to Pardoner Erikas' forest.
ITEM_20151001_007021	Soul Stone of Hauberk
ITEM_20151001_007022	This fragment contains a piece of Demon Lord Hauberk's soul. Hauberk left it temporarily as a sign of his trust.
ITEM_20151001_007023	A voodoo doll that Rimas gave to Arunas.{nl}When burned in a magical circle, it removes the evil aura.
ITEM_20151001_007024	Petrification Detector Parts
ITEM_20151001_007025	Parts to fix the petrification detector at Coastal Fortress. Pray for the lives of the volunteer soldiers.
ITEM_20151001_007026	Barrier Stone Core
ITEM_20151001_007027	A core containing spirit energy. Bring it to Svitrigaila.
ITEM_20151001_007028	Petrified Last Breath
ITEM_20151001_007029	The last breath that a monster took before it was petrified.
ITEM_20151001_007030	Condensed Barrier Stone Core
ITEM_20151001_007031	A barrier stone core that was able to be condensed. Using it during synthesis allows you to use another material as a detonator.
ITEM_20151001_007032	Magical orb made from a magical core and a detonator. Using it to aggravate spirit energy will cause the energy to overload and explode.
ITEM_20151001_007033	Noctiluca Scintillans
ITEM_20151001_007034	A monster that converts its food into an oil that glows in the water it lives in.
ITEM_20151001_007035	Monster Oil
ITEM_20151001_007036	An oil that Noctiluca Scintillans produces from their food.
ITEM_20151001_007037	Luminous Moss
ITEM_20151001_007038	Moss that glows in the daytime. You can easily see it on rocks.
ITEM_20151001_007039	Viscous Liquid
ITEM_20151001_007040	A thick liquid that can be obtained from any monster.
ITEM_20151001_007041	First Pillar Piece
ITEM_20151001_007042	The first pillar piece, engraved with Romuvan patterns.
ITEM_20151001_007043	Second Pillar Piece
ITEM_20151001_007044	The second pillar piece, engraved with Romuvan patterns.
ITEM_20151001_007045	Third Pillar Piece
ITEM_20151001_007046	The third pillar piece, engraved with Romuvan patterns.
ITEM_20151001_007047	Fourth Pillar Piece
ITEM_20151001_007048	The fourth pillar piece, engraved with Romuvan Patterns.
ITEM_20151001_007049	Weathered Stone
ITEM_20151001_007050	A stone that's been dug up. It could be used to repair the sanctuary if it's refined.
ITEM_20151001_007051	Refined Stone Materials
ITEM_20151001_007052	Stone materials used to repair the sanctuary.
ITEM_20151001_007053	Flammable Powder
ITEM_20151001_007054	A powder that is used in fireworks or other flares. Often obtained from monsters.
ITEM_20151001_007055	Pieces of Leather
ITEM_20151001_007056	Many people report all kinds of engraved words in these pieces.
ITEM_20151001_007057	Nestos' Holy Water
ITEM_20151001_007058	It is said that holy water from the Nestos will protect the sanctuary from demons.
ITEM_20151001_007059	A notice board that was passed from Gerda. Put it on the place you've heard of.
ITEM_20151001_007060	Kedorlaomer Merchant's Scroll
ITEM_20151001_007061	A scroll thats provides you the same benefits as a Kedorlaomer Merchant.
ITEM_20151001_007062	Goddess' Censer
ITEM_20151001_007063	A divine object which Jurate looked for. It was lost due to Medis Diena. Only the merchants can read the intaglios that are written on it, which some contain prophecies and regulations. What's written on it is actually becoming reality.
ITEM_20151001_007064	Damp Piece of Paper
ITEM_20151001_007065	Only obtainable by killing monsters.
ITEM_20151001_007066	This will help you find sacred items.
ITEM_20151001_007067	Glass Bottle with Ink
ITEM_20151001_007068	A special ink contained within a glass bottle. This special ink was vital for important documents. When important documents needed to be hidden, this ink was used. It's been tossed away and buried since Medis Diena.
ITEM_20151001_007069	Merchant's Records Piece
ITEM_20151001_007070	A paper that is likely to contain the records of the Kedorlaomer Merchants. You cannot see clearly what is written on it since monsters used to have it.
ITEM_20151001_007071	Trap
ITEM_20151001_007072	A trap for capturing monsters. As soon as it's placed, it'll start to attract the attention of monsters.
ITEM_20151001_007073	Fresh Body Fluid
ITEM_20151001_007074	Fluids extracted from captured monsters.
ITEM_20151001_007075	Stone Material
ITEM_20151001_007076	Lime Powder
ITEM_20151001_007077	This, combined with water, can be used as a mortar to build up stones.
ITEM_20151001_007078	Chisel
ITEM_20151001_007079	Transparent Shell
ITEM_20151001_007080	A transparent shell obtained from monsters. It's thick, and doesn't allow water to pass through it.
ITEM_20151001_007081	Leather Strap
ITEM_20151001_007082	Sturdy leather strap obtained from monsters. It's difficult to write in books until you bind them with this.
ITEM_20151001_007083	Anvil for Tanning
ITEM_20151001_007084	Lump of Sturdy Strings for Bookbinding
ITEM_20151001_007085	The string to bind a book which was made with sticky liquid obtained from a monster.
ITEM_20151001_007086	Rud Merchant's Records
ITEM_20151001_007087	A page that contains the records of the Rud Merchants.
ITEM_20151001_007088	The research materials which Gedas talked about. The amount is enormous.
ITEM_20151001_007089	Lizardman Leather
ITEM_20151001_007090	The leather of an Orange Lizardman. It might show a reaction to the mysterious seedlings.
ITEM_20151001_007091	Thunderous Herb
ITEM_20151001_007092	An ingredient that is needed for making a Resounding Bomb. It makes a lot of noise depending on how you use it.
ITEM_20151001_007093	A bomb carried by the kingdom army guards to face against the monsters.
ITEM_20151001_007094	It is not destructive, but it makes a lot of noise.
ITEM_20151001_007095	Old Unexploded Bomb
ITEM_20151001_007096	An old unexploded bomb that was discovered in the outpost area.
ITEM_20151001_007097	Bomb Disassembly Toolbox
ITEM_20151001_007098	A box containing the tools that to disassemble a bomb.
ITEM_20151001_007099	You found the Ruklys Army Seal from the monsters. You better show it to Wilhelmina Carriot.
ITEM_20151001_007100	You have obtained the parchment from the monsters. You better show it to Wilhelmina Carriot.
ITEM_20151001_007101	Wood for Barricades
ITEM_20151001_007102	Wood made of adequate sizes to set a barricade.
ITEM_20151001_007103	Mushroom
ITEM_20151001_007104	Rajatad's Egg
ITEM_20151001_007105	Demon's Source of Life
ITEM_20151001_007106	Demon Bones
ITEM_20151001_007107	The bones of a demon. It's a required material to make something to bind a soul with.
ITEM_20151001_007108	Restraint Token
ITEM_20151001_007109	It is used to restrain spirits.
ITEM_20151001_007110	The Owl Sculpture created by the Dievdirbys Master.
ITEM_20151001_007111	Parts
ITEM_20151001_007112	The parts that are required to repair equipment.
ITEM_20151001_007113	Demon's Blood
ITEM_20151001_007114	This item is required to activate the magic circle.
ITEM_20151001_007115	Power Device
ITEM_20151001_007116	Rebel Army Diary, Chapter 1
ITEM_20151001_007117	A memo written by the soldiers of Ruklys.
ITEM_20151001_007118	Rebel Army Diary, Chapter 2
ITEM_20151001_007119	Rebel Army Diary, Chapter 3
ITEM_20151001_007120	Rebel Army Diary, Chapter 4
ITEM_20151001_007121	Document
ITEM_20151001_007122	A document written about the device to resist against the demons at the Fortress Battlegrounds.
ITEM_20151001_007123	Revelation of Fortress of the Land
ITEM_20151001_007124	The seventh revelation found in the Fortress of the Land. Readable.
ITEM_20151001_007125	Horn
ITEM_20151001_007126	A horn that is used when making an order to retreat
ITEM_20151001_007127	Gravekeeper's Match
ITEM_20151001_007128	Matches that you have received from Sigis. They are useful for cremating the dead.
ITEM_20151001_007129	A doll from the grave keeper that possesses magic.
ITEM_20151001_007130	A soul stone that absorbs the thoughts of the resurrected dead when they were alive.
ITEM_20151001_007131	Gintas' Flint
ITEM_20151001_007132	A stone that has the property to burn easily. You should be careful so that the flame doesn't get on it.
ITEM_20151001_007133	This is the token of the religious body of the tree of the truth.
ITEM_20151001_007134	Manor Owner List
ITEM_20151001_007135	A list that contains the names of the manor owners at the Kaliss region. You will need a bonfire to burn it.
ITEM_20151001_007136	Evil Magic Trace
ITEM_20151001_007137	A black crystal that was obtained from the resurrected dead. It's a trace of the evil magic that resurrected the dead.
ITEM_20151001_007138	Hidden List (1)
ITEM_20151001_007139	A part of the list of the manor owners which Carlyle hid. Currently unreadable.
ITEM_20151001_007140	Hidden List (2)
ITEM_20151001_007141	Hidden List (3)
ITEM_20151001_007142	Hidden List (4)
ITEM_20151001_007143	Leja's Requested Herb
ITEM_20151001_007144	The herb requested by Leja
ITEM_20151001_007145	Paralysis Powder for Ferrets
ITEM_20151001_007146	The paralysis powder that you have received from Leja. When you sprinkle this powder, you can temporarily paralyze a Ferret.
ITEM_20151001_007147	Stolen Food by Ferrets
ITEM_20151001_007148	Food that was was stolen by ferrets.
ITEM_20151001_007149	Gigantic Fruit Juice
ITEM_20151001_007150	Fruit juice extracted from of a gigantic fruit that a ferret obtained. It is in the container made up of fruit peels.
ITEM_20151001_007151	Corrupted Red Water
ITEM_20151001_007152	Corrupted water from an old well. When you drink it, you will suffer pain.
ITEM_20151001_007153	A sculpture of peace carved by Dievdirbys Widas. When you place it, the ferrets around you will be calmed.
ITEM_20151001_007154	Drowsy Herb
ITEM_20151001_007155	Grass that makes someone drowsy. You should be careful not to lose your consciousness.
ITEM_20151001_007156	Drowsy Scent
ITEM_20151001_007157	A scent created by Druid Leja using the herb. When you spread the scent, the ferrets nearby will become unconscious.
ITEM_20151001_007158	Assistant Commander Gomen's Given Memo
ITEM_20151001_007159	The objective to activate the shrine is written on one of the magical circle shrines.
ITEM_20151001_007160	Truflelia's Furry Leather
ITEM_20151001_007161	Trifelium hair that was taken off as a whole with the leather. You feel warmth by just looking at it
ITEM_20151001_007162	Flint
ITEM_20151001_007163	Among black rocks from the plain, there are many of them that can be used as flints.
ITEM_20151001_007164	Message from Mesafasla
ITEM_20151001_007165	A message from the Mesafasla army to the Stogas squad.
ITEM_20151001_007166	Blue Bird Meat
ITEM_20151001_007167	You would be able to eat it after cooking it.
ITEM_20151001_007168	Plateau Potatoes
ITEM_20151001_007169	These are the main food of the people living in the plateau region.
ITEM_20151001_007170	Usable Bar Fragment
ITEM_20151001_007171	It looks like it can be used as a caltrop if you polish it well.
ITEM_20151001_007172	Worg Body Fluid
ITEM_20151001_007173	Unlike its appearance, it is effective in reducing fever.
ITEM_20151001_007174	Horace's Handknife
ITEM_20151001_007175	Although it doesn't look sharp, it is still a decent handknife to peel off barks from trees.
ITEM_20151001_007176	Plateau Tree's Inner Barks
ITEM_20151001_007177	When there is no food, you should at least consume this to survive.
ITEM_20151016_007178	 - 5% chance to inflict [Burn] on an enemy for 10 seconds
ITEM_20151016_007179	Elements
ITEM_20151016_007180	[Incomplete] There is no tooltip.
ITEM_20151016_007181	Crystal Rapier
ITEM_20151016_007182	Florete [Perfurante]
ITEM_20151016_007183	Florete
ITEM_20151016_007184	Canhão
ITEM_20151016_007185	Canhão [Projétil]
ITEM_20151016_007186	Cannon
ITEM_20151016_007187	Rifle
ITEM_20151016_007188	Rifle [Projétil]
ITEM_20151016_007189	 - Movement Speed +100
ITEM_20151016_007190	A costume fitting for any activity, whether it's for looking into a crystal ball, for knitting or for swinging a weapon.
ITEM_20151016_007191	Cannon Shell
ITEM_20151016_007192	Permanently increases your HP by 50. {nl}{nl}{img mouseclick_right 30 30} para usar.
ITEM_20151016_007193	Lv1 AoE Attack Ratio Potion
ITEM_20151016_007194	Increases your AoE attack ratio by 3 for 20 segundos. {nl}{nl}{img mouseclick_right 30 30} para usar. Cooldown of 60 seconds.
ITEM_20151016_007195	Lv2 AoE Attack Ratio Potion
ITEM_20151016_007196	Increases your AoE attack ratio by 3 for 25 segundos. {nl}{nl}{img mouseclick_right 30 30} para usar. Cooldown of 60 seconds.
ITEM_20151016_007197	Lv3 AoE Attack Ratio Potion
ITEM_20151016_007198	Increases your AoE attack ratio by 3 for 30 segundos. {nl}{nl}{img mouseclick_right 30 30} para usar. Cooldown of 60 seconds.
ITEM_20151016_007199	Lv4 AoE Attack Ratio Potion
ITEM_20151016_007200	Increases your AoE attack ratio by 3 for 35 segundos. {nl}{nl}{img mouseclick_right 30 30} para usar. Cooldown of 60 seconds.
ITEM_20151016_007201	Lv5 AoE Attack Ratio Potion
ITEM_20151016_007202	Increases your AoE attack ratio by 3 for 40 segundos. {nl}{nl}{img mouseclick_right 30 30} para usar. Cooldown of 60 seconds.
ITEM_20151016_007203	When a demon loses its power, it will also lose its hair, but it may remain in rare circumstances. {nl}Obtained from Elma.
ITEM_20151016_007204	A rare leather. Even if you find Harugal, you should overcome the danger to obtain this. {nl}Obtained from Harugal.
ITEM_20151016_007205	Although it's not thick, its density is high, so it is heavy. {nl}Obtained from Minos.
ITEM_20151016_007206	The research materials from Gedas. After you have completed the quest of Gedas, right-click to use it.
ITEM_20151016_007207	Grass Leaf Ointment
ITEM_20151016_007208	Red Leaf
ITEM_20151016_007209	Rampar Mucus
ITEM_20151016_007210	An usable object
ITEM_20151016_007211	Priest Irma's Memo Page
ITEM_20151016_007212	Priest Irma's Memo
ITEM_20151016_007213	Half-burned Note
ITEM_20151016_007214	Urbonas' Diary
ITEM_20151016_007215	Monster Attractant
ITEM_20151016_007216	Priest Gelija's Memo
ITEM_20151016_007217	Supplies for calling someone
ITEM_20151016_007218	Urbonas' Memo
ITEM_20151016_007219	Corrupted Blood
ITEM_20151016_007220	Chasers' Pouch
ITEM_20151016_007221	Red Essence
ITEM_20151016_007222	Black Wooden Piece
ITEM_20151016_007223	Demon Sack
ITEM_20151016_007224	Unstable Demonic Stone
ITEM_20151016_007225	Shining Pearl Powder
ITEM_20151016_007226	Pearly Orb
ITEM_20151016_007227	Demons' Order
ITEM_20151016_007228	Priest's Bag
ITEM_20151016_007229	A bandage soaked in divine water
ITEM_20151016_007230	Mysteriously Light Emanating Crystal
ITEM_20151016_007231	A crystal that emanates a unique light. {nl}Obtained from the monsters at Galeed Plateau.
ITEM_20151016_007232	Oil of the monsters that creates the mysterious light.
ITEM_20151016_007233	Kedora Merchant Alliance Scroll
ITEM_20151016_007234	A scroll thats provides you the benefits of the Kedora Merchant Alliance.
ITEM_20151016_007235	Kedora Merchant Alliance Educational Material
ITEM_20151016_007236	Instructions used for teaching newcomers of the Kedora Merchant Alliance. It is written with ink made of with the blood from monsters.
ITEM_20151016_007237	Nestos' Sign
ITEM_20151016_007238	Nestos' Sign
ITEM_20151016_007239	A material to make a certification. It looks delicious.
ITEM_20151016_007240	Earth Crystal
ITEM_20151016_007241	A material to make a certification. The energies of the earth were absorbed from a monster.
ITEM_20151016_007242	The egg of the monster. It's an ingredient to make the Restraint Token.
ITEM_20151016_007243	The bones of a demon. What are these for?
ITEM_20151016_007244	Absorption Orb
ITEM_20151016_007245	An orb that can make a person feel uncomfortable. It absorbs the vitalities of demons.
ITEM_20151016_007246	Forcibly restrain a spirit from the Ruklys Era.
ITEM_20151016_007247	Owl Sculpture Sack
ITEM_20151016_007248	A sack containing the owl sculpture that was created by the Dievdirbys Master. It should be assembled.
ITEM_20151016_007249	Defensive Trap Part
ITEM_20151016_007250	A required component to repair the device of Ruklys. Look for similar components.
ITEM_20151016_007251	Bracken Herb
ITEM_20151016_007252	Paralysis Powder for Ferrets
ITEM_20151016_007253	The paralysis powder that you have received from Leja. When you sprinkle this powder, you can temporarily paralyze a ferret...
ITEM_20151016_007254	Stolen Food by Ferrets
ITEM_20151016_007255	The stolen food by ferrets.
ITEM_20151016_007256	Fruit juice extracted from of a gigantic fruit that a ferret obtained. It is in the container made up of fruit peels.
ITEM_20151016_007257	A sculpture of peace carved by Dievdirbys Widas. When you place it, the ferrets around you will be calmed.
ITEM_20151016_007258	A scent created by Druid Leja using the herb. When you spread the scent, the ferrets nearby will become unconscious.
ITEM_20151016_007259	The orb that was left by the Goddess Laima. You've received the message from Goddess Laima to rescue Goddess Lada.
ITEM_20151016_007260	Empty Scroll
ITEM_20151016_007261	Nothing is written on this scroll. As requested by Benes, you should write the behaviors of the ferrets on it.
ITEM_20151016_007262	Ferret Transformation Scroll
ITEM_20151016_007263	A transformation scroll that Benes gave to you. When you use it, you can transform into a ferret.
ITEM_20151016_007264	Mutated Wooden Piece
ITEM_20151016_007265	A piece of wood that mutated into an appearance of a child due to the spell of Druid Benes.
ITEM_20151016_007266	Terrible Scent
ITEM_20151016_007267	A terrible scent that was given by Druid Benes. When you spread it, the ferrets will run away.
ITEM_20151016_007268	Demons' Dirty Blood
ITEM_20151016_007269	The blood of a demon that you have obtained from a demon. When you sprinkle it on the device of absorbing vitalities, the device will break.
ITEM_20151016_007270	Purification Scroll
ITEM_20151016_007271	A scroll of purification created by the Orsha Master. It can purify the earth that is corrupted by the evil energy.
ITEM_20151016_007272	Earth Flower Seed
ITEM_20151016_007273	A seed of the Earth Flower. When you plant it, it will absorb the energy of the earth and the flower will grow.
ITEM_20151016_007274	Earth Flower of Vigor
ITEM_20151016_007275	A flower of the earth full of vitalities that grew on the land. You can feel its strong vitality.
ITEM_20151022_007276	Plague Doctor Helmet
ITEM_20151022_007277	Ever since the very first Paladin did, many people throughout the ages have guarded the Tenet Church. All those years of accumulated experience have been drawn upon to create this combination of power and convenience.
ITEM_20151022_007278	Most attempts at keeping plants in check with other plants after Medzio Diena have failed, but after the ability to drain the energy of plant monsters of a certain fern was discovered, it has been applied to weapons.
ITEM_20151022_007279	Equipment specialized against beast monsters have developed due to the environment of the Lucas Region. It is rare for a region to be as untouched by the Great Plant Cataclysm as Lucas, and this scarcity became the basis on which this equipment was produced.
ITEM_20151022_007280	It is uncommon for Kingdom fortresses to be built with wood or dirt. As such, it is a nuisance in strongly fortified regions when the stones or minerals that form castles become monsters and thus require effective weaponry when such incidents occur.
ITEM_20151022_007281	Agailla Flurry decided to leave one recipe in celebration of completing the epitaph. The recipe, which was all but forgotten for hundreds of years after her death, was only reevaluated after Medzio Diena. Only now the effectiveness of Flurry's recipe against insects is being highlighted.
ITEM_20151022_007282	The exact origins and creator of this weapon recipe are unknown. Some speculate that it was created by a nameless master, but most experts think that it was created incognito by someone famous due to certain circumstances.
ITEM_20151022_007283	One does not have to be a priest to embark on a pilgrimage. As long as they look up to the goddess and are on pilgrimage, it matters not if they are mage, archer, or of other professions. Of course, it helps if the weapon they are used to is threatening to demons.
ITEM_20151022_007284	In a certain period of history, the Istora region was famous as a retirement place for scholars. There was a temporary exchange of various academics in the region achieving new inventions and discoveries. The Istora Sword is one of those achievements.
ITEM_20151022_007285	The aim of the sacred pact centered around the Tenet Church is the eventual defeat of the Demon Queen. It is said that the creators of this sword prayed that it would be able to gravely wound the Demon Queen.
ITEM_20151022_007286	Magical application of the stealing energy from competing plants and secretion of harmful substances to weapons is a very difficult task. The fact that it succeeded in less than three years shows the urgency of the situation.
ITEM_20151022_007287	Regions with relatively less plant growth after Medzio Diena saw an increase in beast activity. This equipment is the result of such regional developments.
ITEM_20151022_007288	The stones and other material used to build the 3 layer castle wall near the capital rarely mutated into monsters. This was thanks to precautions against various catastrophies dating back to the founding of the kingdom. However, castles in other regions did not have such measures and now require weapons against monsters after Medzio Diena.
ITEM_20151022_007289	Agailla Flurry devised a magical weapon that had two advantages in which a non-mage could use it and would exhibit it's true value after Medzio Diena. However, it is still uncertain if she foresaw Medzio Diena.
ITEM_20151022_007290	There is a theory that even those who like to throw wild guesses approach with caution. The theory that the original creator of the Krag Sword, based on the techniques applied and when it was first produced, is Ruklys.
ITEM_20151022_007291	Despite the goddesses interacting with humans in numerous places, it was only natural for the places where they had been or performed miracles to overlap or converge. The production and spreading of goods for those people was inevitable.
ITEM_20151022_007292	According to certain radicalists, Istora weapons are said to utilize source energy of goddesses. There is no definate proof to their claims.
ITEM_20151022_007293	The aim of the sacred pact centered around the Tenet Church is the eventual defeat of the Demon Queen. The development of easy to handle weapons that are deadly to demons is only reasonable.
ITEM_20151022_007294	The application of plant regulation effects based on plants on to blunt weapons is even more difficult. It may weaken the weapon before being used on an enemy.
ITEM_20151022_007295	The Lukas Rod is one of the earliest applied examples of magic being used to fight beasts in this region.
ITEM_20151022_007296	Weapons made from weaker materials must be empowered with stronger magic as many Mutant-type monsters are relatively robust.
ITEM_20151022_007297	Insect monsters before Medzio Diena were few and less ferocious. Those were the good old days where a mage could make do with a simple magically enhanced weapon.
ITEM_20151022_007298	The people who support the Ruklys origin theory of this weapon say that Ruklys created them in order to give them to his diverse followers. The people that oppose the theory say that although Ruklys is indeed a talented warrior, he lacks the broad experience needed create different weapons.
ITEM_20151022_007299	Demons were the largest obstacle for pilgrims even before Medzio Diena. These weapons had become a dependable method of defense for pilgrims that could not afford bodyguards.
ITEM_20151022_007300	The opinion that Istora weapons are linked to divine power originating from the goddesses instead of magic or natural power is refuted by the fact that the weapon demonstrates its abilities against Mutant-type monsters.
ITEM_20151022_007301	The bowcrafters were once proud that their bow was created in an independent way and had nothing to do with the Astral Tower.
ITEM_20151022_007302	To craft this bow requires the effort of waiting for the moment a fern blooms at a special time in a place nobody can see. As a matter of fact, all magic that changes the life of a fern into death has roots in such custom rituals.
ITEM_20151022_007303	According to some, this weapon reacts to the unique scents of animals.
ITEM_20151022_007304	Projectile weapons must be crafted so the body itself becomes the magic source and continuously transfers energy and makes it so that the user does not need to be involved directly in the process. It is better if the weapon can recover magic on it's own instead of having to put in ample amounts of magic.
ITEM_20151022_007305	According to some, Agailla Flurry said that even Demon Lord Diena would have been easily defeated if this bow had been in the hands of Lydia Schaffen. Of course it would not be completely ineffective even in the hands of someone else.
ITEM_20151022_007306	Some say that the reason there is no record of Lydia Schaffen evaluating this bow is because the bow and the recipe did not exist at the time. They say that it is unlikely that, given her personality, there would not be any criticism if the recipe existed during Ruklys. Therefore, they argue that all of these Krag items are later designs.
ITEM_20151022_007307	Even weapons as light as bows can deal enormous amounts of damage to Mutant-type monsters. If they are Istora weapons.
ITEM_20151022_007308	The Tenet Crossbow is the most recently designed and produced weapon by the Tenet Church members.
ITEM_20151022_007309	Before Medzio Diena, the ritual of watching the ferns blooming was thought to been for fulfilling wishes or good luck, but all aspects of human life have completely changed since then.
ITEM_20151022_007310	This weapon reacts to the slightest movement of the target after hitting it. However, only the finest movement is required making the delay almost non-exinstant.
ITEM_20151022_007311	Not all Philis weaponry was crafted based on the same magic. In this case, the projectile damages the cause behind the mutation instead of containing magic harmful to the monsters.
ITEM_20151022_007312	Scholars must receive some credit for the resurgence of Flurry's recipe after Medzio Diena. Their tireless exploration and the advancements in epigraphy were some of the reasons the recipe was revitalized and how the weapon could be realized at an opportune moment.
ITEM_20151022_007313	The Krag Crossbow is mainly thought to have appeared in Lydia Schaffen's latter years thanks to her records. However, some say that it had existed before that time but had not been mentioned by her.
ITEM_20151022_007314	The Pilgrim Crossbow was the weapon of choice for pilgrims that were better off. It is only human nature to want to be able to attack from further and more easily than you can with a magic rod.
ITEM_20151022_007315	The Istora region was once famous as a retirement place for scholars and thanks to their intercourse, saw many discoveries and inventions that are still being improved to this day. In the case of the Istora crossbow, that improvement happened after Medzio Diena.
ITEM_20151022_007316	The Tenet Mace is the base of all weaponry related to the Tenet Church. It existed since the first Paladin and is the first weapon which was infused with magic that would later be used on other weapons.
ITEM_20151022_007317	Some say that the goddesses had hidden mysterious powers in ferns long ago, and think that is why fern observing rituals before Medzio Diena and applying power to weapons after Medzio Diena is possible. No in depth research has been done by theologians or priests despite the ritual being ancient.
ITEM_20151022_007318	Wild animals are frequently encountered enemies for novices and pilgrims. They must be tamed by magic if they cannot be swayed by the goddesses.
ITEM_20151022_007319	Some priests think that weapons used against Mutant-type monsters should be crafted with diverse materials. The complicated process of metal reinforcement, filling it with divine energy and infusion of magic are applied simultaneously to this weapon.
ITEM_20151022_007320	Recipes for maces have been passed through time without being lost. The main reason behind this is because there is a strong atmosphere considering anything related to the legends Maven amongst priests. Thanks to that atmosphere, there were records of Flurry's recipe allowing it to utilized.
ITEM_20151022_007321	Some believe the weapon has the power to break boulders because of the name.
ITEM_20151022_007322	It is the weapon of choice for priests when starting a pilgrimage. Whatever the reason may be, there is a definate tendency amongst priests to be comfortable with and prefer maces.
ITEM_20151022_007323	Opinions are emerging saying that scholars should also help resolve the catastrophies Medzio Diena brought as artifacts such as the Istora Mace are being brought back into the light.
ITEM_20151022_007324	It is difficult to infuse magic to separable weaponry. It is also hard for ordinary people to figure out if the magic used to fight demons is infused in the shaft or head of spears.
ITEM_20151022_007325	The magic symbol Koru is hidden on this spear in the form of a fern sprout. Sprouts have long been symbols of great religious import.
ITEM_20151022_007326	It is inadvisable to use this weapon for hunting even though it may cause greater damage to beasts. It has always been safer to rely on traps and snares when hunting.
ITEM_20151022_007327	It is said that masters of this weapon can remove it from monsters after throwing it from a great distance and attack with it again. Some however point out that this combat style is inefficient.
ITEM_20151022_007328	Unfortunately, parts of the Escanciu Spear recipe have been lost. However, substituting the unknown ingredients with others based on different weapons still created the desired effects. The only problem is that it is unkown if they are the ingredients that Flurry first thought of.
ITEM_20151022_007329	There is no doubt that this weapon is a great help in hunting monsters no matter the circumstances that caused the creator to hide behind the name Krag.
ITEM_20151022_007330	Wild animals are as much of an obstacle to pilgrims as demons. The spear used to be chosen as it is effective against both enemies, requires less care than projectile weapons and can also be used as a cane.
ITEM_20151022_007331	According to some theories, the Istora Spear had an original form unlike different Istora weapons which became the roots on which other Istora weaponry was invented.
ITEM_20151022_007332	It was crafted with the durability to withstand charging Mutant-type monsters.
ITEM_20151022_007333	Insectoid monsters occasionally attack from the air. Therefore, users of this weapon must prepare against air attacks from insectoid monsters.
ITEM_20151022_007334	The largest weakness of theory that Krag weapons were crafted by Ruklys is that it cannot explain the fact that the weapon would not be named as such if it had been crafted prior to the betrayal, and that there would not have been enough time to craft it afterwards.
ITEM_20151022_007335	A weapon that clearly shows that pilgrams truly come from all walks of life. Those that are not afraid of becoming burdens may opt to choose this weapon.
