ETC_20150317_000001	$Kepa
ETC_20150317_005001	O Pó de Pedra Perfumada já foi aplicado!
ETC_20150317_005002	Verificando registros…
ETC_20150317_005003	{memo X}Verificando recordações...
ETC_20150317_005004	Esfregando a pedra no papel…
ETC_20150317_005005	Você criou as gravuras do livro petrificado!
ETC_20150317_005006	{memo X}Você lançou a poção antipetrificação!
ETC_20150317_005007	Diagnosticando...
ETC_20150317_005008	{memo X}Ela ainda parece inconsciente.
ETC_20150317_005009	{memo X}Você consolou os guardas.
ETC_20150317_005010	Obrigado.
ETC_20150317_005011	Não consigo ver nada.
ETC_20150317_005012	Não consigo me mexer!
ETC_20150317_005013	Eu quero ver a minha mãe.
ETC_20150317_005014	Por que eu tenho que morrer?!
ETC_20150317_005015	Me leve, deusa…
ETC_20150317_005016	Tem alguém aí? Socorro!
ETC_20150317_005017	Aplicando a Poção de Libertação de Espírito...
ETC_20150317_005018	{memo X}Acendendo fogo
ETC_20150317_005019	{memo X}Você acendeu a lareira!
ETC_20150317_005020	Você obteve os registros da era de Ruklys.
ETC_20150317_005021	{@st41}Abra seu inventário pressionando a tecla {img F2 40 40} e use o cartão de EXP. {nl} {@st50} O cartão de EXP {img icon_item_expcard 40 40} vai premiá-lo com pontos de experiência. {/}
ETC_20150317_005022	{memo X}As lanternas do Mausoléu estão sendo atacadas pelos guardiões!
ETC_20150317_005023	{memo X}O poder reprimido de Bearkaras voltou.
ETC_20150317_005024	Panto_Rsword: Guerreiro Panto Abrasador: 50/Panto_Rspear: Lanceiro Panto Abrasador: 50/Panto_Rhand: Panto Abrasador: 50/Panto_Rstaff: Mago Panto Abrasador: 51
ETC_20150317_005025	$Confeccionando
ETC_20150317_005026	$Um Revelador?
ETC_20150317_005027	Pergunte sobre a situação atual
ETC_20150317_005028	$Pergunte sobre Medzio Diena
ETC_20150317_005029	Pergunte sobre o desaparecimento da Deusa
ETC_20150317_005030	Pergunte o que aconteceu
ETC_20150317_005031	Acho que você se esqueceu de mencionar a Deusa Laima
ETC_20150317_005032	Você encontrou um mapa com o Selo do Rei!
ETC_20150317_005033	{memo X}Os aldeões eram demônios. {nl}Escape pelo portal do Campo de Fulgaram!
ETC_20150317_005034	Sobre a Torre da Arquimaga
ETC_20150317_005035	Sobre a Cidade Amaldiçoada
ETC_20150317_005036	Sobre Fedimian
ETC_20150317_005037	Sobre a Grande Catedral
ETC_20150317_005038	Vermelho
ETC_20150317_005039	Azul
ETC_20150317_005040	Padrão de Listra Diagonal
ETC_20150317_005041	Formas longas
ETC_20150317_005042	Entalhes
ETC_20150317_005043	Padrões de Penteado
ETC_20150317_005044	Padrão de Madeira
ETC_20150317_005045	Padrão de Abelhas
ETC_20150317_005046	Padrão de Corujas
ETC_20150317_005047	Cinza escuro
ETC_20150317_005048	Cerâmica de Boca Larga
ETC_20150317_005049	Jade
ETC_20150317_005050	Cinza
ETC_20150317_005051	Branco
ETC_20150317_005052	Padrão Liso
ETC_20150317_005053	Cerâmica Rachada
ETC_20150317_005054	Padrões Romuald
ETC_20150317_005055	Cerâmica Amassada
ETC_20150317_005056	Cerâmica com alça
ETC_20150317_005057	Padrões Ondulados
ETC_20150317_005058	Marrom Avermelhado
ETC_20150317_005059	Roxo
ETC_20150317_005060	Padrão de Vento
ETC_20150317_005061	Cerâmica Rachada
ETC_20150317_005062	Cerâmica Grudenta
ETC_20150317_005063	Cor de Oliva
ETC_20150317_005064	Cerâmica Manchada
ETC_20150317_005065	Cerâmica Macia
ETC_20150317_005066	Padrão Carvalho
ETC_20150317_005067	Cerâmica Áspera
ETC_20150317_005068	Azul-Marinho
ETC_20150317_005069	Tu-Tutu...! Me ajude!!!
ETC_20150317_005070	Derrote o Desbatedor!
ETC_20150317_005071	Barreira Central Subterrânea
ETC_20150317_005072	Olhe bem…
ETC_20150317_005073	Derrote Ciclope e encontre seus lacaios!
ETC_20150317_005074	Onde está Gesti?
ETC_20150317_005075	Vou deixar aqui com você
ETC_20150317_005076	Cuidado, Algis
ETC_20150317_005077	Derrote o Fantasmúmia!
ETC_20150317_005078	Você caiu na armadilha da Serpe-Marreta!{nl}Derrote a Serpe-Marreta!
ETC_20150317_005079	Altar Central
ETC_20150317_005080	Ah... Seu tolo inútil!!!
ETC_20150317_005081	Rápido! Encontre o santuário!
ETC_20150317_005082	Antes que a Deusa Giltine fique decepcionada…
ETC_20150317_005083	Antes, precisamos retomar o Campanário.
ETC_20150317_005084	Vamos!
ETC_20150317_005085	Altar Central Sventove
ETC_20150317_005086	Espere!
ETC_20150317_005087	{memo X}Os utensílios sagrados foram ativados.
ETC_20150317_005088	Proteja-se de Gesti enquanto a Esfera Divina estiver sendo ativada!
ETC_20150317_005089	Confronte Gesti até que a Esfera Divina seja ativada!
ETC_20150317_005090	Você recebeu a 'Revelação da Deusa'!
ETC_20150317_005091	Revelação da Deusa
ETC_20150317_005092	{memo X}Monstros!
ETC_20150317_005093	Chapa
ETC_20150317_005094	{memo X}Os capangas de Naktis lançaram um ataque surpresa!
ETC_20150317_005095	{memo X}Resista ao ataque dos homens de Naktis até que o remédio esteja concluído.
ETC_20150317_005096	{memo X}Pote
ETC_20150317_005097	Castiçal da Grande Catedral
ETC_20150317_005098	Castiçal da Barreira
ETC_20150317_005099	Vídeo
ETC_20150317_005100	Pare aí!
ETC_20150317_005101	{memo X}esta é uma área restrita.
ETC_20150317_005102	Sim!
ETC_20150317_005103	{memo X}Sai da frente
ETC_20150317_005104	{memo X}Deixe ele passar
ETC_20150317_005105	{memo X}Voltem às suas posições
ETC_20150317_005106	Detector de Minerais
ETC_20150317_005107	Derrote Saltimestre!
ETC_20150317_005108	{memo X}Detenha-o!
ETC_20150317_005109	{memo X}Não seja pego ao passar
ETC_20150317_005110	Vamos então?
ETC_20150317_005111	{memo X}Derrote Glacomem!
ETC_20150317_005112	Círculo Mágico de Criomante
ETC_20150317_005113	{memo X}Trate de esfriar a cabeça
ETC_20150317_005114	{memo X}Aff, o que foi?
ETC_20150317_005115	{memo X}Derrote Castorpião!
ETC_20150317_005116	{memo X}O Refuss Cruza-Tempo apareceu.{nl}Derrote Refuss!
ETC_20150317_005117	{memo X}Salve-me!
ETC_20150317_005118	Argh!
ETC_20150317_005119	Recuar para a fortaleza!
ETC_20150317_005120	{memo X}Portal da Fortaleza da Terra
ETC_20150317_005121	Ajude os guardas e derrote as baleias de pedra!
ETC_20150317_005122	Guarda do Exército Real
ETC_20150317_005123	Obrigado pelos suprimentos.
ETC_20150317_005124	O que é que tá pegando?
ETC_20150317_005125	O que é isso?
ETC_20150317_005126	A propósito, parecia um pouco queimado
ETC_20150317_005127	Meu turno termina logo!
ETC_20150317_005128	Derrote o Gelador de Pedra e obtenha a Geada Nuclear!
ETC_20150317_005129	O quê?!
ETC_20150317_005130	O que barulho é esse?
ETC_20150317_005131	{memo X}Derrote Gárgula!
ETC_20150317_005132	Derrote a Mão do Demônio!
ETC_20150317_005133	Guardas do Norte
ETC_20150317_005134	Pilha de Livros
ETC_20150317_005135	$1o Círculo Mágico de Transporte
ETC_20150317_005136	$2o Círculo Mágico de Transporte
ETC_20150317_005137	{memo X}Droga. Era uma armadilha. Isso é um Feitiço de Contenção.
ETC_20150317_005138	$Máquina de Fusão de Chamas
ETC_20150317_005139	$Divirta-se!
ETC_20150317_005140	$Válvula de Controle Mágico
ETC_20150317_005141	$Livros Espalhados
ETC_20150317_005142	$Livros Espalhados
ETC_20150317_005143	Muahahahaha...
ETC_20150317_005144	{memo X}Persiga a Gritah que pegou a Essência de Fogo!
ETC_20150317_005145	{memo X}Tudo bem.
ETC_20150317_005146	Círculo Mágico
ETC_20150317_005147	{memo X}Helgasercle
ETC_20150317_005148	Derrote Poata!
ETC_20150317_005149	Ninho de Poata
ETC_20150317_005150	Bebês Panto estão voltando para Capria
ETC_20150317_005151	{memo X}Capria parece muito irritada.{nl}Abandone o plano e derrote-a!
ETC_20150317_005152	Destruindo o totem que deixou Simorfo irritado
ETC_20150317_005153	Derrote a Carnívora Selvagem!
ETC_20150317_005154	Derrote Cogucaria e obtenha sua crina recheada com espíritos!
ETC_20150317_005155	Derrote o Minotauro {nl} com a ajuda do Seguidor Kayetonas!
ETC_20150317_005156	Vamos!
ETC_20150317_005157	Derrote a Ferroada-Rainha!
ETC_20150317_005158	Colmeia Pequena
ETC_20150317_005159	Chegamos muito tarde!
ETC_20150317_005160	Aldeão Ferido
ETC_20150317_005161	Vocês estavam me procurando?...
ETC_20150317_005162	Altar de Nugria
ETC_20150317_005163	Derrote Moyabruka!
ETC_20150317_005164	Lagoa Corrompida 1
ETC_20150317_005165	O efeito da bomba deixa seus movimentos mais lentos {nl} quando você se aproxima de Upents! 
ETC_20150317_005166	Então você ainda está vivo…
ETC_20150317_005167	Você já era.{nl}Morra em silêncio!
ETC_20150317_005168	Deusa Saule
ETC_20150317_005169	Círculo Mágico Vinculado
ETC_20150317_005170	Limites do Templo
ETC_20150317_005171	Deusa Saule
ETC_20150317_005172	Portal
ETC_20150317_005173	Derrote Golem!
ETC_20150317_005174	Derrote Spanashon!
ETC_20150317_005175	Derrote Yekub!
ETC_20150317_005176	Paciente
ETC_20150317_005177	Ative para matar soldados
ETC_20150317_005178	{memo X}Derrote Yonazolem e obtenha a pedra da chama tênue!
ETC_20150317_005179	Que comece a luta!
ETC_20150317_005180	Gerente da Mina
ETC_20150317_005181	Viu? Não é só um dia ou dois...
ETC_20150317_005182	Argh! Lá está!!!
ETC_20150317_005183	Derrote Tormenta das Trevas
ETC_20150317_005184	Derrote Minotauro!
ETC_20150317_005185	Minotauro
ETC_20150317_005186	Lutador Vubbe Exímio
ETC_20150317_005187	{memo X}Derrote a Mestre Oráculo!
ETC_20150317_005188	Oh, você está aí!
ETC_20150317_005189	Qual é o problema?
ETC_20150317_005190	O quê?
ETC_20150317_005191	Ah, entendi… Tenha cuidado na volta...
ETC_20150317_005192	Oficina de Flecheiro
ETC_20150317_005193	Tudo foi enviado para os mestres em Klaipeda, como você pediu.
ETC_20150317_005194	Mas…
ETC_20150317_005195	Esqueci de trazer o escudo e a armadura de novo.
ETC_20150317_005196	Bem, já vou indo
ETC_20150317_005197	Derrote Sparnas!
ETC_20150317_005198	Todos vão morrer
ETC_20150317_005199	Não se aproxime!
ETC_20150317_005200	Derrote a Harpia agressiva!
ETC_20150317_005201	Derrote Saqueopéia!
ETC_20150317_005202	{memo X}Eu não vou pegar leve com você!
ETC_20150317_005203	Derrote a Mestre Ladina!
ETC_20150317_005204	Lá vou eu!
ETC_20150317_005205	{memo X}Derrote Rocharuga e obtenha a pedra de ágata natural!
ETC_20150317_005206	{memo X}Derrote o Schwarzer Reiter!
ETC_20150317_005207	Derrote Natimorto!
ETC_20150317_005208	Derrote o Sapo-Raja!
ETC_20150317_005209	{memo X}Monstros apareceram!
ETC_20150317_005210	Caixas de Óleo
ETC_20150317_005211	Estátua de Coruja Quebrada
ETC_20150317_005212	Recordação do Soldado Desconhecido
ETC_20150317_005213	Gerente Principal Sacroventre
ETC_20150317_005214	Fardo de Necroventre
ETC_20150317_005215	Viu? Eu tinha razão!
ETC_20150317_005216	É impossível.
ETC_20150317_005217	Hora de correr!
ETC_20150317_005218	{memo X}Derrote os monstros atraídos para a isca!
ETC_20150317_005219	Isca do Demônio
ETC_20150317_005220	{memo X}Proteja as almas até que cheguem em segurança até a Estátua da Deusa!
ETC_20150317_005221	A Tecelã Entronada apareceu!
ETC_20150317_005222	Isca em posição
ETC_20150317_005223	Me ajude!
ETC_20150317_005224	Mecânico Habilidoso
ETC_20150317_005225	Para onde a deusa foi…
ETC_20150317_005226	Nos dê paz e salvação...
ETC_20150317_005227	Por favor, ouça as nossas orações...
ETC_20150317_005228	Por paz e felicidade...
ETC_20150317_005229	$Olha ali! As aranhas estão vindo!
ETC_20150317_005230	$Liliya se transformou em Carnívora!
ETC_20150317_005231	{memo X}Carnívora Liliya
ETC_20150317_005232	$O Peregrino Julius se transformou em Drapélio!
ETC_20150317_005233	{memo X}Toque na pilha de comida para fazer o Saqueopéia aparecer!
ETC_20150317_005234	Verme de Carniça
ETC_20150317_005235	{memo X}Peregrino Janus
ETC_20150317_005236	{memo X}Ei! Quem é você está?
ETC_20150317_005237	Cristal de Raiz de Árvore da Fadiga
ETC_20150317_005238	{memo X}O dispositivo de proteção do Cristal de Raiz de Árvore da Fadiga apareceu!{nl}Destrua todos dentro do tempo limite!
ETC_20150317_005239	{memo X}Dispositivo de proteção do cristal de raiz
ETC_20150317_005240	{memo X}O Cristal de Raiz de Árvore Modificado acendeu de repente! {nl} Consiga algo para apagar o fogo destes monstros.
ETC_20150317_005241	{memo X}Cristal de Raiz Modificado se transformou em um Cactovel!{nl}Derrote o Cactovel!
ETC_20150317_005242	{memo X}Peregrino Grazzios
ETC_20150317_005243	Derrote todos os monstros invocados pela Alma do Peregrino dentro do tempo limite!
ETC_20150317_005244	Você me matou, Senhora Demônio... Traidora, você me enganou...
ETC_20150317_005245	Altar da Ira
ETC_20150317_005246	{memo X}Derrote a aprisionadora de almas Merge!
ETC_20150317_005247	Alma Aprisionada
ETC_20150317_005248	{memo X}Estou livre?
ETC_20150317_005249	{memo X}Liberte-me!
ETC_20150317_005250	A Árvore de Ferro apareceu no Santuário!
ETC_20150317_005251	{memo X}Os monstros apareceram inesperadamente e estão tentando atacar o santuário! O santuário parece não estar funcionando!
ETC_20150317_005252	{memo X}Benção do Santuário
ETC_20150317_005253	{memo X}Você obteve um retrato pequeno e sujo da Lápide!{nl} Os monstros dos arredores estão tentando se reunir!
ETC_20150317_005254	Lápide
ETC_20150317_005255	{memo X} Foi enganado pelo peregrino!
ETC_20150317_005256	{memo X}Siga-me.
ETC_20150317_005257	{memo X}Eles ajudam você.
ETC_20150317_005258	Altar da Purificação
ETC_20150317_005259	{memo X}Os monstros apareceram depois que você coletou o Corpo do Bispo!
ETC_20150317_005260	Túmulo do Bispo
ETC_20150317_005261	{memo X}Não parece com a chapa que você está procurando.
ETC_20150317_005262	O Achatador apareceu exatamente como o Raymond falou!
ETC_20150317_005263	{memo X}Schmid foi assassinado!{nl}Derrote Magburk!
ETC_20150317_005264	$Magburk matou o epigrafista Schmid!{nl}Derrote Magburk!
ETC_20150317_005265	Monumento de Ruklys
ETC_20150317_005266	Aqui, professor!
ETC_20150317_005267	Eu estava prestes a tentar refazer a gravura da inscrição...
ETC_20150317_005268	Finalmente conseguimos!
ETC_20150317_005269	A Chaparição surgiu durante o processo de gravura da inscrição!{nl}Derrote a Chaparição!
ETC_20150317_005270	{memo X}Um Necroventre incontrolável foi invocado.{nl}O experimento falhou. Derrote Necroventre!
ETC_20150317_005271	Necroventre Incontrolável
ETC_20150317_005272	Derrote o Unicórnio que está com a Alma do Soldado!
ETC_20150317_005273	É aqui. Vamos!
ETC_20150317_005274	{memo X}O Saqueopéia lançou um ataque surpresa{nl}Derrote o Saqueopéia!
ETC_20150317_005275	Farol
ETC_20150317_005276	Olha lá! Eu vou me esconder.
ETC_20150317_005277	Artefato do Mausoléu Real
ETC_20150317_005278	Proteja o Arquivista Jonas dos monstros até que sua dor de cabeça passe!
ETC_20150317_005279	É o Molich! Fuja!
ETC_20150317_005280	{memo X}Monstros apareceram enquanto você tentava abrir o lacre!{nl}Você deve sobreviver até o tempo esgotar!
ETC_20150317_005281	1o Lacre do Sacrário
ETC_20150317_005282	Um segundo dispositivo do lacre foi invocado quando você o tocou!!{nl}Destrua o segundo dispositivo do lacre!
ETC_20150317_005283	2o Lacre do Sacrário
ETC_20150317_005284	Dispositivo para Lacrar Secundário
ETC_20150317_005285	3o Lacre do Sacrário
ETC_20150317_005286	Pilares Antigos
ETC_20150317_005287	Derrote o Yonazolem que trouxe Toby com ele!
ETC_20150317_005288	Adeus Toby! Eu vou me poupar!
ETC_20150317_005289	Pote de Moldagem
ETC_20150317_005290	Mercenário Toby
ETC_20150317_005291	O que é esse monstro! Ei, Vincent! Pare!
ETC_20150317_005292	Eu disse pare!
ETC_20150317_005293	Pilar de Pedra
ETC_20150317_005294	{memo X}Monstros apareceram inesperadamente quando você tocou o pilar de pedra!
ETC_20150317_005295	{memo X}O monstro que se aproxima apoderou-se do mapa!{nl}Recupere o mapa dos monstros próximos!
ETC_20150317_005296	{memo X}Os monstros estão se agrupando depois que você recuperou o mapa!
ETC_20150317_005297	Barreira da Região Ocidental
ETC_20150317_005298	Se você tocar aí daquele jeito...
ETC_20150317_005299	Desculpe. Por favor, cuide desta situação!
ETC_20150317_005300	{memo X}Você vê alguma coisa?
ETC_20150317_005301	{memo X}Não. Não estou vendo nada.
ETC_20150317_005302	Isso é...
ETC_20150317_005303	Não consigo respirar...
ETC_20150317_005304	Varkis
ETC_20150317_005305	{memo X}Os monstros que mataram o soldado apareceram!{nl}Derrote-os para se vingar!
ETC_20150317_005306	{memo X}Derrote-os
ETC_20150317_005307	Oh, não!!
ETC_20150317_005308	Você tem que deter o Rexipher!!!
ETC_20150317_005309	Aaaahhh!!!!
ETC_20150317_005310	Me ajude!!!
ETC_20150317_005311	Se você me incomodar de novo…
ETC_20150317_005312	Esta mulher desapareceu deste mundo.
ETC_20150317_005313	Colega de Pipoti
ETC_20150317_005314	Aahh… Socorro
ETC_20150317_005315	A Chaparição apareceu e destruiu as coisas de Kuzang!{nl}Derrote a Chaparição!
ETC_20150317_005316	Sua sorte acaba aqui!!!!
ETC_20150317_005317	Vai embora!!
ETC_20150317_005318	{memo X}É...é o Golem!
ETC_20150317_005319	Aras
ETC_20150317_005320	Agora!
ETC_20150317_005321	Demônio
ETC_20150317_005322	Seu idiota
ETC_20150317_005323	Vou fazer você sentir mais dor
ETC_20150317_005324	Herbalista Local
ETC_20150317_005325	... e você pode eliminar.
ETC_20150317_005326	Encontrei, o Revelador...{nl}Finalmente...
ETC_20150317_005327	É…é um monstro?!
ETC_20150317_005328	Aquele monstro…ele pode ser bastante útil para mim.
ETC_20150317_005329	Espere, aquele cara é o...
ETC_20150317_005330	Sim! Nós também queremos ir e lutar!
ETC_20150317_005331	Eu entreguei para o Malt{nl}Pode confiar nele
ETC_20150317_005332	Castorpio é meu amigo.{nl}Gostaria de ir com ele se você permitir
ETC_20150317_005333	Com sua permissão{nl} Gostaria de participar da batalha!
ETC_20150317_005334	Parece que é isso!
ETC_20150317_005335	 Ei, você! Venha comigo!
ETC_20150317_005336	Brann
ETC_20150317_005337	O Herbalista de agora a pouco?
ETC_20150317_005338	Castorpio!!!!!
ETC_20150317_005339	Pés
ETC_20150317_005340	O que você quer dizer?
ETC_20150317_005341	Por enquanto, do Golem!
ETC_20150317_005342	Queimar a Bolota Pesada atraiu os Vubbes irritados!
ETC_20150317_005343	Seguidor de Austeja
ETC_20150317_005344	Deusa Austeja
ETC_20150317_005345	Altar de Austeja
ETC_20150317_005346	Torre do Lacre
ETC_20150317_005347	Planta Mutante Gigante
ETC_20150317_005348	{memo X}Você é o Revelador.
ETC_20150317_005349	{memo X}As causas do que ocorre aqui estão em outro lugar
ETC_20150317_005350	{memo X}É difícil conversar aqui, então venha me encontrar na Terra Arável Oscilante.
ETC_20150317_005351	Ferramentas de Pesquisa
ETC_20150317_005352	Olha lá, um Bebê Poata!
ETC_20150317_005353	Siga-o! Não podemos perdê-lo desta vez!!!
ETC_20150317_005354	Não saia do acampamento!!! Volte!
ETC_20150317_005355	Ei!!! Pare! É perigoso!!
ETC_20150317_005356	Volte para o acampamento! Agora!
ETC_20150317_005357	Aqui, vou cuidar dos procedimentos…
ETC_20150317_005358	Que grito é esse?
ETC_20150317_005359	Preparar para a batalha!
ETC_20150317_005360	É um ataque surpresa!!
ETC_20150317_005361	Refugiado
ETC_20150317_005362	Está... Está se mexendo!!!
ETC_20150317_005363	É…é um Golem!!!
ETC_20150317_005364	Por que ainda há Golens aqui?
ETC_20150317_005365	Ei!!! É perigoso!! Fuja!!
ETC_20150317_005366	Ele está morto?
ETC_20150317_005367	Huh…!!
ETC_20150317_005368	Derrote o Kepa Grande!
ETC_20150317_005369	É um Kepa Grande!
ETC_20150317_005370	Alquimista Vaidotas
ETC_20150317_005371	2o Lote da Mina Fechado
ETC_20150317_005372	Evacuem os moradores!
ETC_20150317_005373	Detenham aquela pessoa!!
ETC_20150317_005374	Soldado da Floresta Oriental
ETC_20150317_005375	Vai, vamos logo! Querida! Pai!
ETC_20150317_005376	Que ótima notícia. Vamos!
ETC_20150317_005377	Estou velho e só causo problemas… 
ETC_20150317_005378	Derrote os Vubbes que avançam!
ETC_20150317_005379	Bom trabalho!
ETC_20150317_005380	Onde você está!!!
ETC_20150317_005381	Saia!
ETC_20150317_005382	Portão Espinhoso
ETC_20150317_005383	$Bolsa Contendo Algo
ETC_20150317_005384	{memo X}Acabe com os monstros que atacam enquanto a pedra mágica está sendo refinada.
ETC_20150317_005385	Seguidor da Deusa Saule
ETC_20150317_005386	{memo X}Alterar Invocação
ETC_20150317_005387	{memo X}Destrua a barreira invocada pelo Demônio
ETC_20150317_005388	Seguidor da Deusa Saule
ETC_20150317_005389	São os Merogs!
ETC_20150317_005390	Proteja o Altar da Purificação dos monstros
ETC_20150317_005391	{memo X}O Melpino apareceu!
ETC_20150317_005392	{memo X}Beba o Tônico de Pó de Flor Espinhosa Melhorado antes de ir!
ETC_20150317_005393	Revelação
ETC_20150317_005394	Fuja! É perigoso aqui!
ETC_20150317_005395	Você é o reforço?
ETC_20150317_005396	Fuja!!
ETC_20150317_005397	Toco d'Árvore Apodrecido
ETC_20150317_005398	Lagartóxica Temporária
ETC_20150317_005399	Hoglan Temporário
ETC_20150317_005400	Finalmente, a batalha.
ETC_20150317_005401	Ei, recruta, não fique com medo!
ETC_20150317_005402	Onde ele está?
ETC_20150317_005403	Vamos! Ei, recruta, siga-me!
ETC_20150317_005404	Gaigalas apareceu!
ETC_20150317_005405	Por aqui. Siga-me!
ETC_20150317_005406	Túmulo
ETC_20150317_005407	Aviso de Entrada
ETC_20150317_005408	Supressor do Mausoléu Real
ETC_20150317_005409	{memo X}Purificador do Guardião
ETC_20150317_005410	Dispositivo Protetor Com Defeito
ETC_20150317_005411	Assim que você purificou a magia, um demônio apareceu para te deter!
ETC_20150317_005412	{memo X}Proteja as lanternas de pedra do Mausoléu Real dos guardiões!
ETC_20150317_005413	Monumento do Mausoléu Real
ETC_20150317_005414	Echad Com Defeito
ETC_20150317_005415	Receptáculo de Poder Mágico
ETC_20150317_005416	{memo X}O Arconte apareceu para impedir que o controlador seja destruído!
ETC_20150317_005417	Dispositivo de Controle Mágico do Mausoléu Real Corrompido
ETC_20150317_005418	{memo X}Impeça que os guardas do Mausoléu Real o destruam!
ETC_20150317_005419	{memo X}Impeça que Bearkaras destrua o Mausoléu Real
ETC_20150317_005420	Pote de Almas
ETC_20150317_005421	{memo X}Jarro de Almas Intacto
ETC_20150317_005422	Requer 2o Círculo de Arqueiro
ETC_20150317_005423	Requer 3o Círculo de Arqueiro
ETC_20150317_005424	Requer 2o Círculo de Bárbaro
ETC_20150317_005425	Requer 3o Círculo de Bárbaro
ETC_20150317_005426	Requer 2o Círculo de Bokor
ETC_20150317_005427	Requer 3o Círculo de Bokor
ETC_20150317_005428	{memo X}Requer 2o Círculo de Catafractário
ETC_20150317_005429	{memo X}Requer 3o Círculo de Catafractário
ETC_20150317_005430	Requer 2o Círculo de Clérigo
ETC_20150317_005431	Requer 3o Círculo de Clérigo
ETC_20150317_005432	Requer 2o Círculo de Escultor
ETC_20150317_005433	{memo X}Requer 3o Círculo de Escultor
ETC_20150317_005434	{memo X}Requer 2o Círculo de Elementalista
ETC_20150317_005435	{memo X}Requer 3o Círculo de Elementalista
ETC_20150317_005436	Requer 2o Círculo de Piromante
ETC_20150317_005437	Requer 3o Círculo de Piromante
ETC_20150317_005438	Requer 2o Círculo de Criomante
ETC_20150317_005439	Requer 3o Círculo de Criomante
ETC_20150317_005440	Requer 2o Círculo de Montanhês
ETC_20150317_005441	{memo X}Requer 3o Círculo de Montanhês
ETC_20150317_005442	Requer 2o Círculo de Hoplita
ETC_20150317_005443	Requer 3o Círculo de Hoplita
ETC_20150317_005444	Requer 2o Círculo de Krivis
ETC_20150317_005445	Requer 3o Círculo de Krivis
ETC_20150317_005446	{memo X}Requer 3o Círculo de Vinculador
ETC_20150317_005447	{memo X}Requer 2o Círculo de Vinculador
ETC_20150317_005448	Requer 2o Círculo de Paladino
ETC_20150317_005449	Requer 3o Círculo de Paladino
ETC_20150317_005450	Requer 2o Círculo de Peltasta
ETC_20150317_005451	Requer 3o Círculo de Peltasta
ETC_20150317_005452	Requer 2o Círculo de Sacerdote
ETC_20150317_005453	Requer 3o Círculo de Sacerdote
ETC_20150317_005454	{memo X}Requer 2o Círculo de Psiônico
ETC_20150317_005455	{memo X}Requer 3o Círculo de Psiônico
ETC_20150317_005456	Requer 2o Círculo de Besteiro
ETC_20150317_005457	{memo X}Requer 3o Círculo de Besteiro
ETC_20150317_005458	Requer 2o Círculo de Patrulheiro
ETC_20150317_005459	Requer 3o Círculo de Patrulheiro
ETC_20150317_005460	Requer 2o Círculo de Rodeleiro
ETC_20150317_005461	Requer 3o Círculo de Rodeleiro
ETC_20150317_005462	Requer 2o Círculo de Sadhu
ETC_20150317_005463	{memo X}Requer 3o Círculo de Sadhu
ETC_20150317_005464	Requer 2o Círculo de Sapador
ETC_20150317_005465	Requer 3o Círculo de Sapador
ETC_20150317_005466	Requer 2o Círculo de Batedor
ETC_20150317_005467	Requer 3o Círculo de Batedor
ETC_20150317_005468	Requer 2o Círculo de Taumaturgo
ETC_20150317_005469	Requer 2o Círculo de Espadachim
ETC_20150317_005470	Requer 3o Círculo de Espadachim
ETC_20150317_005471	Requer 2o Círculo de Mago
ETC_20150317_005472	{memo X}Requer 3o Círculo de Mago
ETC_20150317_005473	Requer 2o Círculo de Wugushi
ETC_20150317_005474	{memo X}Requer 3o Círculo de Wugushi
ETC_20150317_005475	Teste de Classificação
ETC_20150317_005476	Testar Classificação
ETC_20150317_005477	Melhor Dano
ETC_20150317_005478	Dano Máximo
ETC_20150317_005479	$O Início do Salvador
ETC_20150317_005480	$Este título é conferido aos jogadores que participaram do TBF.
ETC_20150317_005481	{memo X}Soberano dos Monstros
ETC_20150317_005482	{memo X}Derrotou 100 monstros.
ETC_20150317_005483	{memo X}Conquistador de Monstros
ETC_20150317_005484	{memo X}Derrotou 1.000 monstros.
ETC_20150317_005485	{memo X}Exterminador de Monstros
ETC_20150317_005486	{memo X}Derrotou 10.000 monstros.
ETC_20150317_005487	{memo X}Caçador de Monstros
ETC_20150317_005488	{memo X}Derrotou 100.000 monstros.
ETC_20150317_005489	{memo X}O Matador Bem-Sucedido
ETC_20150317_005490	{memo X}Alcançou 100 Abates Brutais
ETC_20150317_005491	{memo X}Matador Novato
ETC_20150317_005492	{memo X}Alcançou 500 Abates Brutais
ETC_20150317_005493	{memo X}Mestre Matador
ETC_20150317_005494	{memo X}Alcançou 1.000 Abates Brutais
ETC_20150317_005495	{memo X}Deus da Matança
ETC_20150317_005496	{memo X}Alcançou 3.000 Abates Brutais
ETC_20150317_005497	{memo X}Soberano dos Chefes
ETC_20150317_005498	{memo X}Derrotou 100 chefes monstros.
ETC_20150317_005499	{memo X}Conquistador de Chefes
ETC_20150317_005500	{memo X}Derrotou 300 chefes monstros.
ETC_20150317_005501	{memo X}Caçador de Chefes
ETC_20150317_005502	{memo X}Derrotou 500 chefes monstros.
ETC_20150317_005503	{memo X}Morto-Vivo
ETC_20150317_005504	{memo X}Conquistado ao ressuscitar pelo menos 100 vezes usando iCoin.
ETC_20150317_005505	{memo X}Confeccionista Novato
ETC_20150317_005506	{memo X}Obteve 10 confecções bem-sucedidas. Se sentiu bem, né?
ETC_20150317_005507	{memo X}Confeccionista Aprendiz
